순번,분류체계ID,분류체계명,상위과제ID,분류체계단계,시행시기,수행기관,기관코드,분류체계경로
75,P2000320170919000097798,서민 재산형성을 지원한다.,P2000220170912000097329,성과목표,2017-09-25,금융위원회,1160100,">>1. 금융산업의 선진화 2. 금융시장의 안정 도모 3. 건전한 신용질서·공정한 금융거래 관행 확립 4. 금융소비자 보호>>서민, 취약계층의 금융부담을 완화하고, 소득증대를 지원한다.>>서민 재산형성을 지원한다."
76,P2000420170919000097828,Ko-ISA 개선,P2000320170919000097798,관리과제,2017-09-25,금융위원회,1160100,">>1. 금융산업의 선진화 2. 금융시장의 안정 도모 3. 건전한 신용질서·공정한 금융거래 관행 확립 4. 금융소비자 보호>>서민, 취약계층의 금융부담을 완화하고, 소득증대를 지원한다.>>서민 재산형성을 지원한다.>>Ko-ISA 개선"
77,P2000420170919000097829,고령화 대비 신탁어 체계 개편,P2000320170919000097798,관리과제,2017-09-25,금융위원회,1160100,">>1. 금융산업의 선진화 2. 금융시장의 안정 도모 3. 건전한 신용질서·공정한 금융거래 관행 확립 4. 금융소비자 보호>>서민, 취약계층의 금융부담을 완화하고, 소득증대를 지원한다.>>서민 재산형성을 지원한다.>>고령화 대비 신탁어 체계 개편"
78,P2000420170919000097830,"실효성 있는 투자수단 마련(RA, 개인연금법, 공모펀드)",P2000320170919000097798,관리과제,2017-09-25,금융위원회,1160100,">>1. 금융산업의 선진화 2. 금융시장의 안정 도모 3. 건전한 신용질서·공정한 금융거래 관행 확립 4. 금융소비자 보호>>서민, 취약계층의 금융부담을 완화하고, 소득증대를 지원한다.>>서민 재산형성을 지원한다.>>실효성 있는 투자수단 마련(RA, 개인연금법, 공모펀드)"
79,P2000320170919000097796,취약계층 재기지원을 강화한다.,P2000220170912000097329,성과목표,2017-09-25,금융위원회,1160100,">>1. 금융산업의 선진화 2. 금융시장의 안정 도모 3. 건전한 신용질서·공정한 금융거래 관행 확립 4. 금융소비자 보호>>서민, 취약계층의 금융부담을 완화하고, 소득증대를 지원한다.>>취약계층 재기지원을 강화한다."
80,P2000420170919000097822,공공기관 연체채무자 재기 지원,P2000320170919000097796,관리과제,2017-09-25,금융위원회,1160100,">>1. 금융산업의 선진화 2. 금융시장의 안정 도모 3. 건전한 신용질서·공정한 금융거래 관행 확립 4. 금융소비자 보호>>서민, 취약계층의 금융부담을 완화하고, 소득증대를 지원한다.>>취약계층 재기지원을 강화한다.>>공공기관 연체채무자 재기 지원"
81,P2000420170919000097821,국민행복기금 정리 등,P2000320170919000097796,관리과제,2017-09-25,금융위원회,1160100,">>1. 금융산업의 선진화 2. 금융시장의 안정 도모 3. 건전한 신용질서·공정한 금융거래 관행 확립 4. 금융소비자 보호>>서민, 취약계층의 금융부담을 완화하고, 소득증대를 지원한다.>>취약계층 재기지원을 강화한다.>>국민행복기금 정리 등"
82,P2000220170912000097327,일자리 창출을 위한 금융의 역할을 강화한다.,P2000120170619000095888,전략목표,2017-09-25,금융위원회,1160100,>>1. 금융산업의 선진화 2. 금융시장의 안정 도모 3. 건전한 신용질서·공정한 금융거래 관행 확립 4. 금융소비자 보호>>일자리 창출을 위한 금융의 역할을 강화한다.
83,P2000320170919000097793,금융혁신을 통해 새로운 일자리를 창출한다.,P2000220170912000097327,성과목표,2017-09-25,금융위원회,1160100,>>1. 금융산업의 선진화 2. 금융시장의 안정 도모 3. 건전한 신용질서·공정한 금융거래 관행 확립 4. 금융소비자 보호>>일자리 창출을 위한 금융의 역할을 강화한다.>>금융혁신을 통해 새로운 일자리를 창출한다.
84,P2000420170919000097818,금융권 빅데이터 활용 활성화,P2000320170919000097793,관리과제,2017-09-25,금융위원회,1160100,>>1. 금융산업의 선진화 2. 금융시장의 안정 도모 3. 건전한 신용질서·공정한 금융거래 관행 확립 4. 금융소비자 보호>>일자리 창출을 위한 금융의 역할을 강화한다.>>금융혁신을 통해 새로운 일자리를 창출한다.>>금융권 빅데이터 활용 활성화
85,P2000420170919000097813,금융기관 해외 진출 활성화,P2000320170919000097793,관리과제,2017-09-25,금융위원회,1160100,>>1. 금융산업의 선진화 2. 금융시장의 안정 도모 3. 건전한 신용질서·공정한 금융거래 관행 확립 4. 금융소비자 보호>>일자리 창출을 위한 금융의 역할을 강화한다.>>금융혁신을 통해 새로운 일자리를 창출한다.>>금융기관 해외 진출 활성화
86,P2000420170919000097819,금융중심지정책 지속 추진,P2000320170919000097793,관리과제,2017-09-25,금융위원회,1160100,>>1. 금융산업의 선진화 2. 금융시장의 안정 도모 3. 건전한 신용질서·공정한 금융거래 관행 확립 4. 금융소비자 보호>>일자리 창출을 위한 금융의 역할을 강화한다.>>금융혁신을 통해 새로운 일자리를 창출한다.>>금융중심지정책 지속 추진
87,P2000420170919000097814,금융지주회사 경쟁력 강화,P2000320170919000097793,관리과제,2017-09-25,금융위원회,1160100,>>1. 금융산업의 선진화 2. 금융시장의 안정 도모 3. 건전한 신용질서·공정한 금융거래 관행 확립 4. 금융소비자 보호>>일자리 창출을 위한 금융의 역할을 강화한다.>>금융혁신을 통해 새로운 일자리를 창출한다.>>금융지주회사 경쟁력 강화
88,P2000420170919000097811,인터넷전문은행 활성화,P2000320170919000097793,관리과제,2017-09-25,금융위원회,1160100,>>1. 금융산업의 선진화 2. 금융시장의 안정 도모 3. 건전한 신용질서·공정한 금융거래 관행 확립 4. 금융소비자 보호>>일자리 창출을 위한 금융의 역할을 강화한다.>>금융혁신을 통해 새로운 일자리를 창출한다.>>인터넷전문은행 활성화
89,P2000420170919000097812,핀테크 발전 지원 강화,P2000320170919000097793,관리과제,2017-09-25,금융위원회,1160100,>>1. 금융산업의 선진화 2. 금융시장의 안정 도모 3. 건전한 신용질서·공정한 금융거래 관행 확립 4. 금융소비자 보호>>일자리 창출을 위한 금융의 역할을 강화한다.>>금융혁신을 통해 새로운 일자리를 창출한다.>>핀테크 발전 지원 강화
90,P2000320170919000097795,자본시장을 선진화하여 실물경제를 지원한다.,P2000220170912000097327,성과목표,2017-09-25,금융위원회,1160100,>>1. 금융산업의 선진화 2. 금융시장의 안정 도모 3. 건전한 신용질서·공정한 금융거래 관행 확립 4. 금융소비자 보호>>일자리 창출을 위한 금융의 역할을 강화한다.>>자본시장을 선진화하여 실물경제를 지원한다.
91,P2000420170919000097815,초대형 투자은행 육성 방안 추진,P2000320170919000097795,관리과제,2017-09-25,금융위원회,1160100,>>1. 금융산업의 선진화 2. 금융시장의 안정 도모 3. 건전한 신용질서·공정한 금융거래 관행 확립 4. 금융소비자 보호>>일자리 창출을 위한 금융의 역할을 강화한다.>>자본시장을 선진화하여 실물경제를 지원한다.>>초대형 투자은행 육성 방안 추진
92,P2000420170919000097816,코넥스 시장 활성화,P2000320170919000097795,관리과제,2017-09-25,금융위원회,1160100,>>1. 금융산업의 선진화 2. 금융시장의 안정 도모 3. 건전한 신용질서·공정한 금융거래 관행 확립 4. 금융소비자 보호>>일자리 창출을 위한 금융의 역할을 강화한다.>>자본시장을 선진화하여 실물경제를 지원한다.>>코넥스 시장 활성화
93,P2000320170919000097792,혁신기업 창업 활성화를 지원한다.,P2000220170912000097327,성과목표,2017-09-25,금융위원회,1160100,>>1. 금융산업의 선진화 2. 금융시장의 안정 도모 3. 건전한 신용질서·공정한 금융거래 관행 확립 4. 금융소비자 보호>>일자리 창출을 위한 금융의 역할을 강화한다.>>혁신기업 창업 활성화를 지원한다.
94,P2000420170919000097809,기술금융 개편,P2000320170919000097792,관리과제,2017-09-25,금융위원회,1160100,>>1. 금융산업의 선진화 2. 금융시장의 안정 도모 3. 건전한 신용질서·공정한 금융거래 관행 확립 4. 금융소비자 보호>>일자리 창출을 위한 금융의 역할을 강화한다.>>혁신기업 창업 활성화를 지원한다.>>기술금융 개편
95,P2000420170919000097808,"재기, 재창업 지원 강화",P2000320170919000097792,관리과제,2017-09-25,금융위원회,1160100,">>1. 금융산업의 선진화 2. 금융시장의 안정 도모 3. 건전한 신용질서·공정한 금융거래 관행 확립 4. 금융소비자 보호>>일자리 창출을 위한 금융의 역할을 강화한다.>>혁신기업 창업 활성화를 지원한다.>>재기, 재창업 지원 강화"
96,P2000420170919000097807,창업 기업에 대한 금융지원 시스템 개선,P2000320170919000097792,관리과제,2017-09-25,금융위원회,1160100,>>1. 금융산업의 선진화 2. 금융시장의 안정 도모 3. 건전한 신용질서·공정한 금융거래 관행 확립 4. 금융소비자 보호>>일자리 창출을 위한 금융의 역할을 강화한다.>>혁신기업 창업 활성화를 지원한다.>>창업 기업에 대한 금융지원 시스템 개선
97,P2000420170919000097810,크라우드펀딩 활성화,P2000320170919000097792,관리과제,2017-09-25,금융위원회,1160100,>>1. 금융산업의 선진화 2. 금융시장의 안정 도모 3. 건전한 신용질서·공정한 금융거래 관행 확립 4. 금융소비자 보호>>일자리 창출을 위한 금융의 역할을 강화한다.>>혁신기업 창업 활성화를 지원한다.>>크라우드펀딩 활성화
98,P2000120140320000078936,"[임무] 튼튼한 경제, 안전한 사회를 위한 관세국경관리     ㅇ 국가재정과 국민의 경제를 보호하고  (Protection)     ㅇ 사회안전과 국민생활 위해요소의 유입을 차단하며  (Prevention)     ㅇ 합법적인 국제교역과 여행자 이동을 촉진한다  (Promotion)", ,임무,2014-10-06,관세청,1220000,">>[임무] 튼튼한 경제, 안전한 사회를 위한 관세국경관리     ㅇ 국가재정과 국민의 경제를 보호하고  (Protection)     ㅇ 사회안전과 국민생활 위해요소의 유입을 차단하며  (Prevention)     ㅇ 합법적인 국제교역과 여행자 이동을 촉진한다  (Promotion)"
99,P2000220140612000074454,Ⅰ.지하경제와 불공정 대외거래에 대한 전략적 단속으로 엄정한 무역질서를 확립한다,P2000120140320000078936,전략목표,2014-10-06,관세청,1220000,">>[임무] 튼튼한 경제, 안전한 사회를 위한 관세국경관리     ㅇ 국가재정과 국민의 경제를 보호하고  (Protection)     ㅇ 사회안전과 국민생활 위해요소의 유입을 차단하며  (Prevention)     ㅇ 합법적인 국제교역과 여행자 이동을 촉진한다  (Promotion)>>Ⅰ.지하경제와 불공정 대외거래에 대한 전략적 단속으로 엄정한 무역질서를 확립한다"
100,P2000320140627000083038,과세 인프라 확충으로 국가 재정수입을 확보한다,P2000220140612000074454,성과목표,2014-10-06,관세청,1220000,">>[임무] 튼튼한 경제, 안전한 사회를 위한 관세국경관리     ㅇ 국가재정과 국민의 경제를 보호하고  (Protection)     ㅇ 사회안전과 국민생활 위해요소의 유입을 차단하며  (Prevention)     ㅇ 합법적인 국제교역과 여행자 이동을 촉진한다  (Promotion)>>Ⅰ.지하경제와 불공정 대외거래에 대한 전략적 단속으로 엄정한 무역질서를 확립한다>>과세 인프라 확충으로 국가 재정수입을 확보한다"
101,P2000420140627000083056,①치밀한 세수관리 및 지하경제 양성화 추진기반 재정비,P2000320140627000083038,관리과제,2014-10-06,관세청,1220000,">>[임무] 튼튼한 경제, 안전한 사회를 위한 관세국경관리     ㅇ 국가재정과 국민의 경제를 보호하고  (Protection)     ㅇ 사회안전과 국민생활 위해요소의 유입을 차단하며  (Prevention)     ㅇ 합법적인 국제교역과 여행자 이동을 촉진한다  (Promotion)>>Ⅰ.지하경제와 불공정 대외거래에 대한 전략적 단속으로 엄정한 무역질서를 확립한다>>과세 인프라 확충으로 국가 재정수입을 확보한다>>①치밀한 세수관리 및 지하경제 양성화 추진기반 재정비"
102,P2000420140627000083057,②체납정리기반 확충을 통한 조세채권 관리 강화,P2000320140627000083038,관리과제,2014-10-06,관세청,1220000,">>[임무] 튼튼한 경제, 안전한 사회를 위한 관세국경관리     ㅇ 국가재정과 국민의 경제를 보호하고  (Protection)     ㅇ 사회안전과 국민생활 위해요소의 유입을 차단하며  (Prevention)     ㅇ 합법적인 국제교역과 여행자 이동을 촉진한다  (Promotion)>>Ⅰ.지하경제와 불공정 대외거래에 대한 전략적 단속으로 엄정한 무역질서를 확립한다>>과세 인프라 확충으로 국가 재정수입을 확보한다>>②체납정리기반 확충을 통한 조세채권 관리 강화"
103,P2000420140627000083058,③쟁송수행체계 개편으로 과세권 확보 강화,P2000320140627000083038,관리과제,2014-10-06,관세청,1220000,">>[임무] 튼튼한 경제, 안전한 사회를 위한 관세국경관리     ㅇ 국가재정과 국민의 경제를 보호하고  (Protection)     ㅇ 사회안전과 국민생활 위해요소의 유입을 차단하며  (Prevention)     ㅇ 합법적인 국제교역과 여행자 이동을 촉진한다  (Promotion)>>Ⅰ.지하경제와 불공정 대외거래에 대한 전략적 단속으로 엄정한 무역질서를 확립한다>>과세 인프라 확충으로 국가 재정수입을 확보한다>>③쟁송수행체계 개편으로 과세권 확보 강화"
